x_cm,phi_g1,phi_g2,phi_g3,phi_g4
1.150000000000000000e+02,2.865771235364044922e+13,1.274949322286210938e+13,7.874787994859899414e+12,7.437376685993196289e+12
1.155000000000000000e+02,2.914380271008771484e+13,1.296573989209600781e+13,8.008340168329740234e+12,7.563497391923627930e+12
1.160000000000000000e+02,2.964913104399450781e+13,1.319054263285280469e+13,8.147173909729955078e+12,7.694603579577735352e+12
1.165000000000000000e+02,3.017403160117930469e+13,1.342404945797276562e+13,8.291379986715002930e+12,7.830780490659846680e+12
1.170000000000000000e+02,3.071885170155412891e+13,1.366641402969992773e+13,8.441052528530765625e+12,7.972116469607884766e+12
1.175000000000000000e+02,3.128395200106776953e+13,1.391779573703439844e+13,8.596289050482259766e+12,8.118702980015867188e+12
1.180000000000000000e+02,3.186970676770135938e+13,1.417835977104433008e+13,8.757190473334781250e+12,8.270634617166118164e+12
1.185000000000000000e+02,3.247650417399680859e+13,1.444827719685896484e+13,8.923861136344958984e+12,8.428009116234032227e+12
1.190000000000000000e+02,3.310474660649217578e+13,1.472772502073691602e+13,9.096408802402451172e+12,8.590927355848905273e+12
1.195000000000000000e+02,3.375485099624216797e+13,1.501688625028414648e+13,9.274944653519552734e+12,8.759493356897551758e+12
1.200000000000000000e+02,3.442724916848703125e+13,1.531594994536875977e+13,9.459583274632507812e+12,8.933814276776007812e+12
1.205000000000000000e+02,3.512238821677801953e+13,1.562511125683807031e+13,9.650442623376357422e+12,9.114000399771224609e+12
1.210000000000000000e+02,3.584073090190328906e+13,1.594457144942919922e+13,9.847643983162970703e+12,9.300165124946753906e+12
1.215000000000000000e+02,3.658275607885555469e+13,1.627453790451850195e+13,1.005131189653339453e+13,9.492424953889039062e+12
1.220000000000000000e+02,3.734895915467133594e+13,1.661522409740894336e+13,1.026157407537508789e+13,9.690899482043390625e+12
1.225000000000000000e+02,3.813985257863320312e+13,1.696684954270836523e+13,1.047856128419998828e+13,9.895711399260687500e+12
1.230000000000000000e+02,3.895596637028241406e+13,1.732963970005185352e+13,1.070240719228436523e+13,1.010698650775756445e+13
1.235000000000000000e+02,3.979784868475490625e+13,1.770382583072841797e+13,1.093324819009341602e+13,1.032485376918585742e+13
1.240000000000000000e+02,4.066606642145322656e+13,1.808964479393442188e+13,1.117122316508204492e+13,1.054944539720107227e+13
1.245000000000000000e+02,4.156120587652111719e+13,1.848733876901357422e+13,1.141647323171376172e+13,1.078089701819012891e+13
1.250000000000000000e+02,4.248387343949436719e+13,1.889715488733254688e+13,1.166914141042607227e+13,1.101934793115556055e+13
1.255000000000000000e+02,4.343469633637251562e+13,1.931934475426810156e+13,1.192937225036333594e+13,1.126494150879065430e+13
1.260000000000000000e+02,4.441432341758066406e+13,1.975416383795646875e+13,1.219731139108893359e+13,1.151782579634191016e+13
1.265000000000000000e+02,4.542342598388551562e+13,2.020187069695276562e+13,1.247310505930230859e+13,1.177815438400842188e+13
1.270000000000000000e+02,4.646269864166985938e+13,2.066272601376021875e+13,1.275689949798563281e+13,1.204608765375605469e+13
1.275000000000000000e+02,4.753286017496505469e+13,2.113699139512351172e+13,1.304884032759825195e+13,1.232179453431788867e+13
1.280000000000000000e+02,4.863465441103461719e+13,2.162492789287114062e+13,1.334907184219393164e+13,1.260545494113096875e+13
1.285000000000000000e+02,4.976885104074710156e+13,2.212679419088077344e+13,1.365773624800285742e+13,1.289726313402513672e+13
1.290000000000000000e+02,5.093624635128971094e+13,2.264284439455490625e+13,1.397497285854019727e+13,1.319743229851970508e+13
1.295000000000000000e+02,5.213766379654662500e+13,2.317332534840935938e+13,1.430091726922638672e+13,1.350620075163139453e+13
1.300000000000000000e+02,5.337395430880357812e+13,2.371847339547653125e+13,1.463570054653831836e+13,1.382384029666991797e+13
1.305000000000000000e+02,5.464599621716708594e+13,2.427851047886780859e+13,1.497944848272936914e+13,1.415066741204041406e+13
1.310000000000000000e+02,5.595469459009122656e+13,2.485363947118823438e+13,1.533228098825420117e+13,1.448705816752641797e+13
1.315000000000000000e+02,5.730097975220743750e+13,2.544403860163941016e+13,1.569431172156495117e+13,1.483346803207959961e+13
1.320000000000000000e+02,5.868580464107741406e+13,2.604985483399183594e+13,1.606564809158000781e+13,1.519045808819478320e+13
1.325000000000000000e+02,6.011014055852952344e+13,2.667119603165093750e+13,1.644639181391065039e+13,1.555872962338041406e+13
1.330000000000000000e+02,6.157497071998124219e+13,2.730812172955780469e+13,1.683664026035760156e+13,1.593916966005810156e+13
1.335000000000000000e+02,6.308128081327842969e+13,2.796063231808742969e+13,1.723648891527985352e+13,1.633291075173507812e+13
1.340000000000000000e+02,6.463004552075559375e+13,2.862865643319047656e+13,1.764603534582287500e+13,1.674140936788587891e+13
1.345000000000000000e+02,6.622220963328042969e+13,2.931203634270427734e+13,1.806538521000636719e+13,1.716654848083021289e+13
1.350000000000000000e+02,6.785866194366139844e+13,3.001051112453901953e+13,1.849466097243555469e+13,1.761077164377384766e+13
1.355000000000000000e+02,6.954019954615300000e+13,3.072369745405487500e+13,1.893401417791730859e+13,1.807725802576503125e+13
1.360000000000000000e+02,7.126747943111114062e+13,3.145106786254710156e+13,1.938364235546869922e+13,1.857015069745569141e+13
1.365000000000000000e+02,7.304095330656942188e+13,3.219192640656810938e+13,1.984381189700382422e+13,1.909485413810136719e+13
1.370000000000000000e+02,7.486078032585842188e+13,3.294538181248314453e+13,2.031488858520316797e+13,1.965842171628289844e+13
1.375000000000000000e+02,7.672671078278309375e+13,3.371031835098622656e+13,2.079737784332993750e+13,2.027006012040707812e+13
1.380000000000000000e+02,7.863793172024096875e+13,3.448536497701328125e+13,2.129197725616885938e+13,2.094178581964532031e+13
1.385000000000000000e+02,8.059286264883234375e+13,3.526886367521020312e+13,2.179964447590460938e+13,2.168927919687139062e+13
1.390000000000000000e+02,8.258888600222375000e+13,3.605883852460900781e+13,2.232168428879901172e+13,2.253299576589246094e+13
1.395000000000000000e+02,8.462199230111675000e+13,3.685296779773613281e+13,2.285985938485545703e+13,2.349961185354799609e+13
1.400000000000000000e+02,8.668631395511720312e+13,3.764856251833617969e+13,2.341653024581190234e+13,2.462390558865664453e+13
1.405000000000000000e+02,8.875398535870481250e+13,3.843587637698032031e+13,2.395675994483917578e+13,2.572912910029310156e+13
1.410000000000000000e+02,9.079650696809681250e+13,3.922140481699515625e+13,2.448275650173180078e+13,2.671393094700390625e+13
1.415000000000000000e+02,9.280682525175676562e+13,4.000221144358292969e+13,2.499563141217924609e+13,2.760151388220954688e+13
1.420000000000000000e+02,9.477937559698639062e+13,4.077563895950950781e+13,2.549608489242214453e+13,2.841002821431380859e+13
1.425000000000000000e+02,9.670974729230634375e+13,4.153929885809355469e+13,2.598450366132226172e+13,2.915363967650660938e+13
1.430000000000000000e+02,9.859442222915387500e+13,4.229105522543528125e+13,2.646103889793680078e+13,2.984337424130861328e+13
1.435000000000000000e+02,1.004305715548255312e+14,4.302900527228987500e+13,2.692566794242818750e+13,3.048778634864738281e+13
1.440000000000000000e+02,1.022158978273467656e+14,4.375145843682809375e+13,2.737824275377199219e+13,3.109348730250858594e+13
1.445000000000000000e+02,1.039485128416951562e+14,4.445691532043833594e+13,2.781852764869559375e+13,3.166556292507474219e+13
1.450000000000000000e+02,1.056268433813879688e+14,4.514404729231845312e+13,2.824622842091669141e+13,3.220790350188484375e+13
1.455000000000000000e+02,1.072495587896782812e+14,4.581167728773883594e+13,2.866101457405802734e+13,3.272346426459271875e+13
1.460000000000000000e+02,1.088155155513219531e+14,4.645876210129926562e+13,2.906253609033579688e+13,3.321447087082194922e+13
1.465000000000000000e+02,1.103237151077855781e+14,4.708437631856337500e+13,2.945043589445102344e+13,3.368258134249973438e+13
1.470000000000000000e+02,1.117732719401452031e+14,4.768769792026222656e+13,2.982435895217244922e+13,3.412901354906758203e+13
1.475000000000000000e+02,1.131633895904276562e+14,4.826799552008288281e+13,3.018395876022996875e+13,3.455464543958225391e+13
1.480000000000000000e+02,1.144933428016534062e+14,4.882461715039071094e+13,3.052890183308008984e+13,3.496009373507569531e+13
1.485000000000000000e+02,1.157624643564568281e+14,4.935698048258996094e+13,3.085887066809229688e+13,3.534577560849959375e+13
1.490000000000000000e+02,1.169701355049357188e+14,4.986456435467258594e+13,3.117356556949165625e+13,3.571195694006629688e+13
1.495000000000000000e+02,1.181157791170667500e+14,5.034690147380542188e+13,3.147270562926380078e+13,3.605878999017242188e+13
1.500000000000000000e+02,1.191988548987350312e+14,5.080357216364214844e+13,3.175602909696294922e+13,3.638634274028531250e+13
1.505000000000000000e+02,1.202188561490601094e+14,5.123419903170733594e+13,3.202329331719962500e+13,3.669462168246150781e+13
1.510000000000000000e+02,1.211753076663021719e+14,5.163844244068206250e+13,3.227427437118328906e+13,3.698358946540749219e+13
1.515000000000000000e+02,1.220677644945709531e+14,5.201599667700925000e+13,3.250876652507581641e+13,3.725317850924737500e+13
1.520000000000000000e+02,1.228958112833451875e+14,5.236658672054068750e+13,3.272658156142535156e+13,3.750330146660775781e+13
1.525000000000000000e+02,1.236590620814055625e+14,5.268996552902871094e+13,3.292754804921682031e+13,3.773385922170632031e+13
1.530000000000000000e+02,1.243571604342759688e+14,5.298591176107072656e+13,3.311151059196095312e+13,3.794474697186017969e+13
1.535000000000000000e+02,1.249897796839938750e+14,5.325422787018389844e+13,3.327832908081155469e+13,3.813585881928878125e+13
1.540000000000000000e+02,1.255566234039522656e+14,5.349473851112720312e+13,3.342787797018730078e+13,3.830709120898107031e+13
1.545000000000000000e+02,1.260574259109096406e+14,5.370728920693441406e+13,3.356004558615229297e+13,3.845834547572841406e+13
1.550000000000000000e+02,1.264919528189886406e+14,5.389174523184489062e+13,3.367473347238148438e+13,3.858952970623532031e+13
1.555000000000000000e+02,1.268600016098888906e+14,5.404799067106541406e+13,3.377185577449131641e+13,3.870056007736722656e+13
1.560000000000000000e+02,1.271614021989391406e+14,5.417592762320492188e+13,3.385133866053019141e+13,3.879136179660805469e+13
1.565000000000000000e+02,1.273960174916601250e+14,5.427547551550457031e+13,3.391311977323930859e+13,3.886186974373396875e+13
1.570000000000000000e+02,1.275637439190583906e+14,5.434657050526457031e+13,3.395714770810522656e+13,3.891202889205335938e+13
1.575000000000000000e+02,1.276645119523993438e+14,5.438916494372201562e+13,3.398338151007591016e+13,3.894179457215578906e+13
1.580000000000000000e+02,1.276982865951924375e+14,5.440322688064398438e+13,3.399179018097799609e+13,3.895113263008843750e+13
1.585000000000000000e+02,1.276650678571271875e+14,5.438873958941675000e+13,3.398235218906251172e+13,3.894001952461645312e+13
1.590000000000000000e+02,1.275648912083490312e+14,5.434570109315889844e+13,3.395505497165548047e+13,3.890844240431972656e+13
1.595000000000000000e+02,1.273978280195473750e+14,5.427412367272897656e+13,3.390989442155582812e+13,3.885639920452496094e+13
1.600000000000000000e+02,1.271639859881454219e+14,5.417403333710583594e+13,3.384687434758332422e+13,3.878389880644482812e+13
1.605000000000000000e+02,1.268635095547740781e+14,5.404546923575396875e+13,3.376600589953143750e+13,3.869096130655913281e+13
1.610000000000000000e+02,1.264965803048251562e+14,5.388848299095602344e+13,3.366730694773971875e+13,3.857761845358482031e+13
1.615000000000000000e+02,1.260634173563015469e+14,5.370313792605278125e+13,3.355080140760624609e+13,3.844391432391907812e+13
1.620000000000000000e+02,1.255642777244183594e+14,5.348950816262013281e+13,3.341651849966850391e+13,3.828990632502778906e+13
1.625000000000000000e+02,1.249994566504090625e+14,5.324767755612127344e+13,3.326449193647794531e+13,3.811566664101371094e+13
1.630000000000000000e+02,1.243692878750837188e+14,5.297773843533023438e+13,3.309475902849228125e+13,3.792128426701599219e+13
1.635000000000000000e+02,1.236741438277281406e+14,5.267979010579778125e+13,3.290735970275803516e+13,3.770686782109155469e+13
1.640000000000000000e+02,1.229144356857157656e+14,5.235393707178269531e+13,3.270233543044676172e+13,3.747254937628258594e+13
1.645000000000000000e+02,1.220906132465857812e+14,5.200028692448842188e+13,3.247972806258119531e+13,3.721848962485132812e+13
1.650000000000000000e+02,1.212031645271088281e+14,5.161894783695978125e+13,3.223957857784319922e+13,3.694488477519250000e+13
1.655000000000000000e+02,1.202526149767375312e+14,5.121002559786250000e+13,3.198192575256591797e+13,3.665197569484456250e+13
1.660000000000000000e+02,1.192395261528352500e+14,5.077362010756737500e+13,3.170680477133181250e+13,3.634005995682046875e+13
1.665000000000000000e+02,1.181644936531306719e+14,5.030982125074564844e+13,3.141424580757908203e+13,3.600950762942990625e+13
1.670000000000000000e+02,1.170281440341457031e+14,4.981870405040077344e+13,3.110427261792557812e+13,3.566078188234779688e+13
1.675000000000000000e+02,1.158311303598277656e+14,4.930032299945145312e+13,3.077690121234310938e+13,3.529446577720005469e+13
1.680000000000000000e+02,1.145741259136478281e+14,4.875470545834650000e+13,3.043213868578792578e+13,3.491129698626419141e+13
1.685000000000000000e+02,1.132578154631523125e+14,4.818184400182814844e+13,3.006998232650070703e+13,3.451221265945700781e+13
1.690000000000000000e+02,1.118828832811458594e+14,4.758168759642592188e+13,2.969041915317708203e+13,3.409840726482507031e+13
1.695000000000000000e+02,1.104499968972117969e+14,4.695413149476038281e+13,2.929342607898295703e+13,3.367140699588085938e+13
1.700000000000000000e+02,1.089597852454588594e+14,4.629900574593151562e+13,2.887897095648958594e+13,3.323316531434790625e+13
1.705000000000000000e+02,1.074128094924447031e+14,4.561606224739050000e+13,2.844701482569026953e+13,3.278618543522299219e+13
1.710000000000000000e+02,1.058095243317675312e+14,4.490496030781577344e+13,2.799751576901957422e+13,3.233367713388771094e+13
1.715000000000000000e+02,1.041502269034317812e+14,4.416525075991405469e+13,2.753043487435016016e+13,3.187975725327184766e+13
1.720000000000000000e+02,1.024349896918706094e+14,4.339635876607059375e+13,2.704574492065296484e+13,3.142970582883448828e+13
1.725000000000000000e+02,1.006635727297050469e+14,4.259756561086960938e+13,2.654344253221299219e+13,3.099029297855144141e+13
1.730000000000000000e+02,9.883530912670818750e+13,4.176798998916186719e+13,2.602356469591688672e+13,3.057019581352871094e+13
1.735000000000000000e+02,9.694895627850835938e+13,4.090656959817207812e+13,2.548621070058223828e+13,3.018052985445891797e+13
1.740000000000000000e+02,9.500250299216757812e+13,4.001204425538293750e+13,2.493157073367978906e+13,2.983552609989300391e+13
1.745000000000000000e+02,9.299292006047703125e+13,3.908294232733257812e+13,2.435996255171704297e+13,2.955339338135704688e+13
1.750000000000000000e+02,9.091583838764085938e+13,3.811757301632908594e+13,2.377187781353451172e+13,2.935741646694542969e+13
1.755000000000000000e+02,8.876513438973793750e+13,3.711402807447134375e+13,2.316803981101791016e+13,2.927735419270273828e+13
1.760000000000000000e+02,8.653239682601643750e+13,3.607019787845123438e+13,2.254947441910128906e+13,2.935121954926494531e+13
1.765000000000000000e+02,8.420624213015810938e+13,3.498380860914610156e+13,2.191759607175388281e+13,2.962754620887452344e+13
1.770000000000000000e+02,8.177143627846932812e+13,3.385248967240778125e+13,2.127431038807973047e+13,3.016827483311897656e+13
1.775000000000000000e+02,7.920776972936096875e+13,3.267388364691876562e+13,2.062213463012478906e+13,3.105242944169846875e+13
1.780000000000000000e+02,7.648861731499543750e+13,3.144581517744014453e+13,1.996433634090330078e+13,3.238080144976925000e+13
1.785000000000000000e+02,7.357909627319206250e+13,3.016654063827172266e+13,1.930508910523988672e+13,3.428191966472623828e+13
1.790000000000000000e+02,7.043371177871609375e+13,2.883510744777361328e+13,1.864964214499072266e+13,3.691966240308664062e+13
1.795000000000000000e+02,6.699334891079532031e+13,2.745186110313306250e+13,1.800449705735792578e+13,4.050296788976861719e+13
1.800000000000000000e+02,6.318143115945911719e+13,2.601914994711240625e+13,1.737757995683116992e+13,4.529822762433389844e+13
1.805000000000000000e+02,5.917494751717228906e+13,2.476752128299781641e+13,1.684056380572243555e+13,5.142754598574102344e+13
1.810000000000000000e+02,5.541647850666896875e+13,2.354066121152377344e+13,1.627257292463743359e+13,5.658058894863606250e+13
1.815000000000000000e+02,5.189027159504756250e+13,2.234365502140704688e+13,1.568210955545534375e+13,6.084098025206133594e+13
1.820000000000000000e+02,4.858154770863805469e+13,2.118038984810224609e+13,1.507650038925281641e+13,6.428757610632312500e+13
1.825000000000000000e+02,4.547643929080052344e+13,2.005374219822781250e+13,1.446201863260095898e+13,6.699445733909457031e+13
1.830000000000000000e+02,4.256193218008291406e+13,1.896573908339067578e+13,1.384399720015949219e+13,6.903097100339060156e+13
1.835000000000000000e+02,3.982581106513779688e+13,1.791769630565410156e+13,1.322693296065380469e+13,7.046181265457076562e+13
1.840000000000000000e+02,3.725660828778699219e+13,1.691033697020658789e+13,1.261458216948980469e+13,7.134714152441332812e+13
1.845000000000000000e+02,3.484355577965806250e+13,1.594389289499271094e+13,1.201004736985987109e+13,7.174272177251540625e+13
1.850000000000000000e+02,3.257653993094838672e+13,1.501819123425001172e+13,1.141585614746909961e+13,7.170008387405479688e+13
1.855000000000000000e+02,3.044605920216271484e+13,1.413272832617264844e+13,1.083403219188697070e+13,7.126670100659479688e+13
1.860000000000000000e+02,2.844318430116573047e+13,1.328673250830047852e+13,1.026615915801778125e+13,7.048617602770948438e+13
1.865000000000000000e+02,2.655952075864364062e+13,1.247921741249780078e+13,9.713437840724941406e+12,6.939843529193546094e+13
1.870000000000000000e+02,2.478717374512038672e+13,1.170902704999853711e+13,9.176737179402537109e+12,6.803992614326608594e+13
1.875000000000000000e+02,2.311871498206941406e+13,1.097487382200640234e+13,8.656639601375416992e+12,6.644381544215925781e+13
1.880000000000000000e+02,2.154715160843844141e+13,1.027537043931174805e+13,8.153481196687908203e+12,6.464018694836513281e+13
1.885000000000000000e+02,2.006589687210027734e+13,9.609056602330814453e+12,7.667387194680185547e+12,6.265623578753517969e+13
1.890000000000000000e+02,1.866874252339142188e+13,8.974421178286746094e+12,7.198303186756950195e+12,6.051645858535332031e+13
1.895000000000000000e+02,1.734983279503403320e+13,8.369920512669409180e+12,6.746022511480567383e+12,5.824283816255342969e+13
1.900000000000000000e+02,1.610363985938551758e+13,7.793993425665561523e+12,6.310210188759620117e+12,5.585502195222602344e+13
1.905000000000000000e+02,1.492494066015207227e+13,7.245073369226673828e+12,5.890423760353046875e+12,5.337049353160537500e+13
1.910000000000000000e+02,1.380879502146284766e+13,6.721598155350885742e+12,5.486131364835025391e+12,5.080473685815544531e+13
1.915000000000000000e+02,1.275052494255553320e+13,6.222017609700657227e+12,5.096727347048459961e+12,4.817139296802414844e+13
1.920000000000000000e+02,1.174569499129271094e+13,5.744799455733393555e+12,4.721545675252784180e+12,4.548240903732172656e+13
1.925000000000000000e+02,1.079009371433434180e+13,5.288433692108961914e+12,4.359871413867743652e+12,4.274817982639682812e+13
1.930000000000000000e+02,9.879715986052425781e+12,4.851435689404691406e+12,4.010950476066616699e+12,3.997768162725200781e+13
1.935000000000000000e+02,9.010746222208417969e+12,4.432348200376636719e+12,3.673997858548987793e+12,3.717859891709634375e+13
1.940000000000000000e+02,8.179542388038395508e+12,4.029742450513800293e+12,3.348204540645748047e+12,3.435744398914195703e+13
1.945000000000000000e+02,7.382620733720539062e+12,3.642218451883577148e+12,3.032743211460249023e+12,3.151966988724111719e+13
1.950000000000000000e+02,6.616641193248058594e+12,3.268404662779557129e+12,2.726772971987459961e+12,2.866977701571679297e+13
1.955000000000000000e+02,5.878393385511133789e+12,2.906957098039914551e+12,2.429443144017185059e+12,2.581141383143828906e+13
1.960000000000000000e+02,5.164783158915493164e+12,2.556557979745461914e+12,2.139896304046595703e+12,2.294747205331302344e+13
1.965000000000000000e+02,4.472819623143333984e+12,2.215914005019959473e+12,1.857270648324475098e+12,2.008017684620132812e+13
1.970000000000000000e+02,3.799602613703885742e+12,1.883754296574812012e+12,1.580701784445552734e+12,1.721117245294541797e+13
1.975000000000000000e+02,3.142310536735020996e+12,1.558828092236688232e+12,1.309324035530170410e+12,1.434160376071959375e+13
1.980000000000000000e+02,2.498188543110827148e+12,1.239902221775592529e+12,1.042271334887927246e+12,1.147219429709781055e+13
1.985000000000000000e+02,1.864536982290404297e+12,9.257584127476475830e+11,7.786777821048428955e+11,8.603321157821425781e+12
1.990000000000000000e+02,1.238700087515525391e+12,6.151904616442304688e+11,5.176779256494699097e+11,5.735087372837536133e+12
1.995000000000000000e+02,6.180548449344427490e+11,3.070013022833918457e+11,2.584068323094855347e+11,2.867392220271313965e+12
2.000000000000000000e+02,-1.964057267278300576e-03,1.682545758581903211e-04,1.019335932119703374e-04,-0.000000000000000000e+00
