x_cm,phi_g1,phi_g2,phi_g3,phi_g4
2.870732038449017054e+01,1.133631795537854531e+14,4.799698202227162500e+13,2.986715534658125781e+13,3.412365034777112500e+13
2.921095758421806821e+01,1.134449670968168906e+14,4.803161015503903125e+13,2.988870344767325000e+13,3.414826936015410547e+13
2.971459478394596587e+01,1.134449670968168750e+14,4.803161015503903125e+13,2.988870344767325000e+13,3.414826936015411328e+13
3.021823198367386354e+01,1.133631795537854531e+14,4.799698202227160156e+13,2.986715534658124609e+13,3.412365034777115625e+13
3.072186918340176121e+01,1.131996634320148906e+14,4.792775072170410156e+13,2.982407467938564062e+13,3.407443007195067578e+13
3.122550638312965887e+01,1.129545366175796562e+14,4.782396616527285938e+13,2.975949250486330078e+13,3.400064401778761719e+13
3.172914358285755654e+01,1.126279758333472812e+14,4.768570317589943750e+13,2.967345538318797266e+13,3.390234538094359375e+13
3.223278078258545776e+01,1.122202165115706094e+14,4.751306143354746875e+13,2.956602534236294141e+13,3.377960502929573828e+13
3.273641798231335542e+01,1.117315526241546406e+14,4.730616540335884375e+13,2.943727983350225391e+13,3.363251145184492969e+13
3.324005518204125309e+01,1.111623364707187031e+14,4.706516424592135938e+13,2.928731167499281641e+13,3.346117069492007422e+13
3.374369238176915076e+01,1.105129784246078438e+14,4.679023170973209375e+13,2.911622898557738281e+13,3.326570628572462891e+13
3.424732958149704842e+01,1.097839466370367031e+14,4.648156600593441406e+13,2.892415510640703906e+13,3.304625914328025391e+13
3.475096678122494609e+01,1.089757666995784062e+14,4.613938966541861719e+13,2.871122851211893359e+13,3.280298747683207422e+13
3.525460398095284376e+01,1.080890212652415625e+14,4.576394937838959375e+13,2.847760271100383203e+13,3.253606667178854297e+13
3.575824118068074142e+01,1.071243496284102969e+14,4.535551581651672656e+13,2.822344613433503516e+13,3.224568916327817578e+13
3.626187838040863909e+01,1.060824472639481719e+14,4.491438343779473438e+13,2.794894201493887500e+13,3.193206429741462891e+13
3.676551558013653676e+01,1.049640653257993281e+14,4.444087027425561719e+13,2.765428825509389062e+13,3.159541818036964062e+13
3.726915277986443442e+01,1.037700101054477344e+14,4.393531770268521094e+13,2.733969728385425781e+13,3.123599351536299609e+13
3.777278997959233209e+01,1.025011424506262656e+14,4.339809019850946875e+13,2.700539590390024219e+13,3.085404942768695312e+13
3.827642717932022975e+01,1.011583771446926250e+14,4.282957507302775000e+13,2.665162512802594531e+13,3.044986127789131250e+13
3.878006437904812742e+01,9.974268224712135938e+13,4.223018219418289844e+13,2.627864000538246484e+13,3.002372046326351953e+13
3.928370157877602509e+01,9.825507839558664062e+13,4.160034369106913281e+13,2.588670943760158984e+13,2.957593420774760547e+13
3.978733877850392275e+01,9.669663807013878125e+13,4.094051364239078906e+13,2.547611598493255469e+13,2.910682534045246094e+13
4.029097597823182042e+01,9.506848482000542188e+13,4.025116774909680469e+13,2.504715566253173828e+13,2.861673206291012109e+13
4.079461317795971809e+01,9.337179245357523438e+13,3.953280299142663281e+13,2.460013772705220703e+13,2.810600770525103516e+13
4.129825037768761575e+01,9.160778419214634375e+13,3.878593727061493750e+13,2.413538445368663281e+13,2.757502047147272266e+13
4.180188757741551342e+01,8.977773178805185938e+13,3.801110903551360156e+13,2.365323090382487500e+13,2.702415317398492969e+13
4.230552477714341109e+01,8.788295460779689062e+13,3.720887689439973438e+13,2.315402468349314844e+13,2.645380295762318750e+13
4.280916197687130875e+01,8.592481868086796875e+13,3.637981921225015625e+13,2.263812569274934375e+13,2.586438101332930078e+13
4.331279917659920642e+01,8.390473571490182812e+13,3.552453369377214062e+13,2.210590586621503906e+13,2.525631228170544922e+13
4.381643637632710409e+01,8.182416207792189062e+13,3.464363695249151953e+13,2.155774890493116016e+13,2.463003514665552734e+13
4.432007357605500175e+01,7.968459774837778125e+13,3.373776406620836719e+13,2.099404999973082422e+13,2.398600111933464062e+13
4.482371077578289942e+01,7.748758523374387500e+13,3.280756811914107812e+13,2.041521554632859375e+13,2.332467451263448828e+13
4.532734797551079708e+01,7.523470845845660938e+13,3.185371973108882812e+13,1.982166285233163281e+13,2.264653210643951172e+13
4.583098517523869475e+01,7.292759162199273438e+13,3.087690657395171484e+13,1.921381983638407031e+13,2.195206280389498047e+13
4.633462237496659242e+01,7.056789802791151562e+13,2.987783287595746875e+13,1.859212471966128125e+13,2.124176727893486719e+13
4.683825957469449008e+01,6.815732888470459375e+13,2.885721891395183984e+13,1.795702570993672266e+13,2.051615761532366797e+13
4.734189677442238775e+01,6.569762207931905469e+13,2.781580049411885156e+13,1.730898067844890625e+13,1.977575693747229688e+13
4.784553397415028542e+01,6.319055092423710938e+13,2.675432842150524219e+13,1.664845682980157031e+13,1.902109903329442969e+13
4.834917117387818308e+01,6.063792287901577344e+13,2.567356795873166016e+13,1.597593036513502344e+13,1.825272796937485156e+13
4.885280837360608075e+01,5.804157824720867969e+13,2.457429827428053125e+13,1.529188613881149805e+13,1.747119769872765039e+13
4.935644557333397842e+01,5.540338884960907031e+13,2.345731188075882812e+13,1.459681730886193945e+13,1.667707166142668164e+13
4.986008277306187608e+01,5.272525667477056250e+13,2.232341406354028906e+13,1.389122498144641797e+13,1.587092237839650977e+13
5.036371997278977375e+01,5.000911250777863281e+13,2.117342230019919141e+13,1.317561784958425586e+13,1.505333103865645117e+13
5.086735717251767142e+01,4.725691453826140625e+13,2.000816567115434375e+13,1.245051182641457031e+13,1.422488708031552344e+13
5.137099437224556908e+01,4.447064694864342188e+13,1.882848426194791016e+13,1.171642967325142578e+13,1.338618776562013281e+13
5.187463157197346675e+01,4.165231848365985156e+13,1.763522855759027734e+13,1.097390062270181836e+13,1.253783775036106445e+13
5.237826877170136441e+01,3.880396100216260938e+13,1.642925882940739258e+13,1.022345999711833789e+13,1.168044864795013281e+13
5.288190597142926208e+01,3.592762801226275000e+13,1.521144451483278320e+13,9.465648822661318359e+12,1.081463858848074023e+13
5.338554317115715975e+01,3.302539319086460156e+13,1.398266359059126172e+13,8.701013439248930664e+12,9.941031773090298828e+12
5.388918037088505741e+01,3.009934888865956641e+13,1.274380193972628320e+13,7.930105106676336914e+12,9.060258023945767578e+12
5.439281757061295508e+01,2.715160462165707422e+13,1.149575271292733398e+13,7.153479607187886719e+12,8.172952330176696289e+12
5.489645477034085275e+01,2.418428555034026562e+13,1.023941568461767969e+13,6.371696844788882812e+12,7.279754390083220703e+12
5.540009197006875041e+01,2.119953094754283203e+13,8.975696604266810547e+12,5.585320441585773438e+12,6.381308149948993164e+12
5.590372916979664808e+01,1.819949265615180859e+13,7.705506543395209961e+12,4.794917331445804688e+12,5.478261339791546875e+12
5.640736636952454575e+01,1.518633353774783594e+13,6.429761238742197266e+12,4.001057351269081055e+12,4.571265006384793945e+12
5.691100356925244341e+01,1.216222591330175391e+13,5.149380432070423828e+12,3.204312830167689453e+12,3.660973043890338867e+12
5.741464076898034108e+01,9.129349997051298828e+12,3.865287207082956055e+12,2.405258176848093262e+12,2.748041722435970215e+12
5.791827796870823875e+01,6.089892324687359375e+12,2.578407323931021973e+12,1.604469465494237305e+12,1.833129214981218018e+12
5.842191516843613641e+01,3.046044176982745117e+12,1.289668551792161621e+12,8.025240204499404297e+11,9.168951228110828857e+11
5.892555236816403408e+01,3.722566366200039112e-03,-4.045984026557137214e-04,1.945470632047653073e-04,0.000000000000000000e+00
